LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
GBR,United Kingdom,38,Legal,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,1997,1997,0.023,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
GBR,United Kingdom,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,1997,1997,0.023,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
GBR,United Kingdom,40,Architectural,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,1997,1997,0.023,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
GBR,United Kingdom,41,Engineering,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
GBR,United Kingdom,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,1997,1997,0.081,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2003,2003,0.059,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2006,2006,0.056,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2010,2010,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2011,2011,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2012,2012,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2013,2013,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2014,2014,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2015,2015,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2016,2016,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2017,2017,0.04,,
GBR,United Kingdom,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2018,2018,0.04,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,1997,1997,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2003,2003,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2006,2006,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2010,2010,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2011,2011,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2012,2012,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2013,2013,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2014,2014,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2015,2015,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2016,2016,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2017,2017,0.181,,
USA,United States,1,Primary,V,All types of restrictions,INDEX,Index total,2018,2018,0.181,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,3,Agriculture,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,4,Forestry,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,1997,1997,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2003,2003,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2006,2006,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2010,2010,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2011,2011,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2012,2012,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2013,2013,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2014,2014,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2015,2015,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2016,2016,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2017,2017,0.625,,
USA,United States,5,Fisheries,V,All types of restrictions,INDEX,Index total,2018,2018,0.625,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,1997,1997,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2003,2003,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2006,2006,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2010,2010,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2011,2011,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2012,2012,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2013,2013,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2014,2014,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2015,2015,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2016,2016,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2017,2017,0.1,,
USA,United States,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2018,2018,0.1,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,1997,1997,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2003,2003,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2006,2006,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2010,2010,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2011,2011,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2012,2012,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2013,2013,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2014,2014,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2015,2015,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2016,2016,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2017,2017,0.028,,
USA,United States,7,Secondary,V,All types of restrictions,INDEX,Index total,2018,2018,0.028,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,9,Food and other,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,1997,1997,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2003,2003,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2006,2006,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2010,2010,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2011,2011,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2012,2012,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2013,2013,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2014,2014,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2015,2015,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2016,2016,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2017,2017,0.197,,
USA,United States,14,Electricity,V,All types of restrictions,INDEX,Index total,2018,2018,0.197,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,1997,1997,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2003,2003,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2006,2006,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2010,2010,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2011,2011,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2012,2012,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2013,2013,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2014,2014,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2015,2015,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2016,2016,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2017,2017,0.393,,
USA,United States,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2018,2018,0.393,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,17,Construction,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,1997,1997,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2003,2003,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2006,2006,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2010,2010,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2011,2011,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2012,2012,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2013,2013,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2014,2014,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2015,2015,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2016,2016,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2017,2017,0.094,,
USA,United States,18,Tertiary,V,All types of restrictions,INDEX,Index total,2018,2018,0.094,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,19,Distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
