LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,20,Wholesale,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,21,Retail,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,1997,1997,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2003,2003,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2006,2006,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2010,2010,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2011,2011,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2012,2012,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2013,2013,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2014,2014,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2015,2015,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2016,2016,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2017,2017,0.55,,
USA,United States,22,Transport,V,All types of restrictions,INDEX,Index total,2018,2018,0.55,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,23,Surface,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2003,2003,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2006,2006,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2010,2010,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2011,2011,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2012,2012,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2013,2013,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2014,2014,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2015,2015,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2016,2016,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2017,2017,1,,
USA,United States,24,Maritime,V,All types of restrictions,INDEX,Index total,2018,2018,1,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,1997,1997,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2003,2003,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2006,2006,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2010,2010,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2011,2011,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2012,2012,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2013,2013,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2014,2014,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2015,2015,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2016,2016,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2017,2017,0.65,,
USA,United States,25,Air,V,All types of restrictions,INDEX,Index total,2018,2018,0.65,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2003,2003,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2006,2006,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2010,2010,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2011,2011,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2012,2012,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2013,2013,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2014,2014,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2015,2015,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2016,2016,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2017,2017,0.25,,
USA,United States,27,Media,V,All types of restrictions,INDEX,Index total,2018,2018,0.25,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,1997,1997,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2003,2003,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2006,2006,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2010,2010,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2011,2011,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2012,2012,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2013,2013,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2014,2014,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2015,2015,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2016,2016,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2017,2017,0.5,,
USA,United States,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2018,2018,0.5,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
USA,United States,29,Other media,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,1997,1997,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2003,2003,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2006,2006,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2010,2010,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2011,2011,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2012,2012,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2013,2013,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2014,2014,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2015,2015,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2016,2016,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2017,2017,0.11,,
USA,United States,30,Communications,V,All types of restrictions,INDEX,Index total,2018,2018,0.11,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.02,,
USA,United States,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.02,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.2,,
USA,United States,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.2,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,1997,1997,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2003,2003,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2006,2006,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2010,2010,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2011,2011,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2012,2012,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2013,2013,0.042,,
USA,United States,33,Financial services,V,All types of restrictions,INDEX,Index total,2014,2014,0.042,,
